79 407
29	42	4	4
29	37	4	4
29	36	4	4
29	35	4	4
29	31	4	4
29	30	4	4
30	48	4	4
30	47	4	4
30	46	4	4
30	45	4	4
30	44	4	4
30	42	4	4
30	41	4	4
30	38	4	4
30	36	4	4
30	35	4	4
30	34	4	4
30	32	4	4
31	46	4	4
31	45	4	4
31	44	4	4
31	41	4	4
31	39	4	4
31	38	4	4
31	34	4	4
31	33	4	4
32	48	4	4
32	46	4	4
32	43	4	4
32	39	4	4
32	35	4	4
32	34	4	4
32	33	4	4
33	48	4	4
33	43	4	4
33	42	4	4
33	41	4	4
33	39	4	4
33	38	4	4
34	46	4	4
34	45	4	4
34	41	4	4
34	40	4	4
34	39	4	4
34	38	4	4
34	37	4	4
34	36	4	4
34	35	4	4
35	47	4	4
35	45	4	4
35	43	4	4
35	42	4	4
35	39	4	4
36	61	4	5
36	47	4	4
36	45	4	4
36	44	4	4
36	43	4	4
36	42	4	4
36	39	4	4
36	37	4	4
37	48	4	4
37	47	4	4
37	46	4	4
37	44	4	4
37	39	4	4
38	48	4	4
38	45	4	4
38	44	4	4
38	43	4	4
38	40	4	4
38	39	4	4
39	48	4	4
39	47	4	4
39	45	4	4
39	44	4	4
39	43	4	4
39	40	4	4
40	70	4	5
40	69	4	5
40	57	4	5
40	48	4	4
40	46	4	4
40	44	4	4
40	42	4	4
41	47	4	4
41	46	4	4
41	45	4	4
41	44	4	4
41	42	4	4
42	48	4	4
42	44	4	4
43	47	4	4
43	44	4	4
44	78	4	5
44	68	4	5
44	62	4	5
44	48	4	4
45	48	4	4
45	47	4	4
45	46	4	4
46	77	4	5
46	47	4	4
48	69	4	5
49	76	5	5
49	75	5	5
49	73	5	5
49	69	5	5
49	63	5	5
49	62	5	5
49	58	5	5
50	78	5	5
50	71	5	5
50	58	5	5
50	56	5	5
51	78	5	5
51	73	5	5
51	70	5	5
51	61	5	5
51	58	5	5
52	78	5	5
52	72	5	5
52	70	5	5
52	66	5	5
52	64	5	5
52	63	5	5
52	62	5	5
52	60	5	5
52	58	5	5
52	57	5	5
52	54	5	5
53	78	5	5
53	75	5	5
53	71	5	5
53	67	5	5
53	66	5	5
53	61	5	5
53	60	5	5
53	56	5	5
53	54	5	5
54	78	5	5
54	73	5	5
54	72	5	5
54	71	5	5
54	70	5	5
54	66	5	5
54	65	5	5
54	60	5	5
54	58	5	5
54	55	5	5
55	73	5	5
55	72	5	5
55	70	5	5
55	69	5	5
55	67	5	5
55	61	5	5
55	60	5	5
55	58	5	5
56	77	5	5
56	76	5	5
56	71	5	5
56	70	5	5
56	67	5	5
56	66	5	5
56	64	5	5
56	63	5	5
56	62	5	5
56	58	5	5
57	75	5	5
57	73	5	5
57	66	5	5
57	64	5	5
57	61	5	5
57	58	5	5
58	78	5	5
58	73	5	5
58	72	5	5
58	70	5	5
58	68	5	5
58	64	5	5
58	62	5	5
58	60	5	5
58	59	5	5
59	75	5	5
59	71	5	5
59	70	5	5
59	68	5	5
59	66	5	5
59	65	5	5
59	64	5	5
59	62	5	5
59	60	5	5
60	77	5	5
60	76	5	5
60	74	5	5
60	67	5	5
60	66	5	5
60	62	5	5
61	77	5	5
61	75	5	5
61	74	5	5
61	72	5	5
61	68	5	5
61	67	5	5
61	62	5	5
62	77	5	5
62	73	5	5
62	71	5	5
62	68	5	5
62	66	5	5
62	65	5	5
63	76	5	5
63	75	5	5
63	72	5	5
63	70	5	5
63	64	5	5
64	77	5	5
64	75	5	5
64	73	5	5
64	72	5	5
64	70	5	5
64	68	5	5
64	67	5	5
64	65	5	5
65	75	5	5
65	68	5	5
65	67	5	5
66	77	5	5
66	74	5	5
66	71	5	5
66	68	5	5
67	78	5	5
67	74	5	5
67	73	5	5
67	72	5	5
67	71	5	5
67	70	5	5
68	77	5	5
68	72	5	5
69	76	5	5
69	75	5	5
69	73	5	5
69	72	5	5
69	70	5	5
70	74	5	5
70	71	5	5
71	78	5	5
71	75	5	5
71	74	5	5
72	78	5	5
72	74	5	5
73	77	5	5
73	74	5	5
74	78	5	5
74	77	5	5
74	75	5	5
75	77	5	5
75	76	5	5
76	77	5	5


